epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
39,464.795,0.55536,0.56344,0.91915,0.93045,1,0.995,0.7761,1.01252,0.61653,1.05016,0.000211814,0.000211814,0.000211814
40,476.926,0.56697,0.52243,0.87122,0.93045,1,0.995,0.7761,1.01252,0.61653,1.05016,0.000199938,0.000199938,0.000199938
41,488.751,0.58169,0.64769,0.9701,0.92227,1,0.995,0.7562,0.99504,0.62757,1.02946,0.000187181,0.000187181,0.000187181
42,500.397,0.45453,0.58906,0.8533,0.85563,1,0.995,0.7761,0.95705,0.65543,0.99545,0.000173545,0.000173545,0.000173545
43,512.119,0.46784,0.52353,0.83471,0.85563,1,0.995,0.7761,0.95705,0.65543,0.99545,0.000159029,0.000159029,0.000159029
44,524.661,0.49024,0.53752,0.85005,0.77822,1,0.995,0.796,0.93481,0.63742,0.99712,0.000143632,0.000143632,0.000143632
45,536.795,0.42559,0.53882,0.88716,0.77822,1,0.995,0.796,0.93481,0.63742,0.99712,0.000127356,0.000127356,0.000127356
46,549.049,0.44505,0.5384,0.84232,0.71442,1,0.995,0.8358,0.92473,0.67154,1.00568,0.0001102,0.0001102,0.0001102
47,561.362,0.42641,0.5072,0.81438,0.71442,1,0.995,0.8358,0.92473,0.67154,1.00568,9.21641e-05,9.21641e-05,9.21641e-05
48,572.896,0.44098,0.51388,0.84776,0.66437,1,0.995,0.8358,0.9371,0.64971,1.03032,7.32482e-05,7.32482e-05,7.32482e-05
49,584.97,0.44575,0.52835,0.84624,0.66437,1,0.995,0.8358,0.9371,0.64971,1.03032,5.34524e-05,5.34524e-05,5.34524e-05
50,597.13,0.46866,0.55109,0.86712,0.63991,1,0.995,0.8159,0.94386,0.65407,1.03756,3.27767e-05,3.27767e-05,3.27767e-05
