epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
27,558.42,0.61477,0.4306,0.85016,0.7198,0.58616,0.65127,0.31347,1.73786,0.91498,1.38945,0.0006065,0.0006065,0.0006065
28,579.776,0.59827,0.42365,0.84916,0.64307,0.52729,0.55441,0.25902,1.80755,1.11267,1.43615,0.00058175,0.00058175,0.00058175
29,601.724,0.59801,0.42769,0.84814,0.69357,0.61902,0.68405,0.32281,1.74319,0.91104,1.37262,0.000557,0.000557,0.000557
30,623.341,0.58915,0.41619,0.84722,0.69346,0.54412,0.63016,0.31092,1.7625,1.03023,1.39778,0.00053225,0.00053225,0.00053225
31,644.34,0.5878,0.40828,0.84749,0.78628,0.56604,0.69156,0.32488,1.73448,0.92009,1.38476,0.0005075,0.0005075,0.0005075
32,664.566,0.58308,0.40865,0.84382,0.83271,0.60413,0.74896,0.34435,1.7564,0.8843,1.4034,0.00048275,0.00048275,0.00048275
33,683.323,0.58476,0.40207,0.84553,0.65514,0.57076,0.63706,0.28148,1.80615,0.95335,1.42773,0.000458,0.000458,0.000458
34,702.593,0.57077,0.39109,0.84241,0.71362,0.5894,0.64438,0.30298,1.77357,0.96226,1.40614,0.00043325,0.00043325,0.00043325
35,723.87,0.57331,0.39099,0.84223,0.77001,0.61385,0.70623,0.34241,1.69286,0.89512,1.34866,0.0004085,0.0004085,0.0004085
36,746.08,0.57958,0.38872,0.84455,0.80885,0.63454,0.73073,0.34367,1.7098,0.88117,1.36413,0.00038375,0.00038375,0.00038375
37,767.914,0.56907,0.38847,0.84048,0.76918,0.63443,0.72617,0.3372,1.75377,0.85832,1.39377,0.000359,0.000359,0.000359
38,788.914,0.55517,0.37738,0.83803,0.77564,0.55988,0.68384,0.31931,1.77385,0.89763,1.41535,0.00033425,0.00033425,0.00033425
39,808.986,0.55695,0.37137,0.83676,0.70516,0.646,0.71632,0.3435,1.78039,0.89287,1.40299,0.0003095,0.0003095,0.0003095
40,828.852,0.5646,0.37396,0.83832,0.82374,0.59883,0.74279,0.35992,1.70501,0.88702,1.37065,0.00028475,0.00028475,0.00028475
41,872.069,0.53101,0.344,0.82837,0.61224,0.64992,0.66562,0.30546,1.79036,0.96011,1.43454,0.00026,0.00026,0.00026
42,891.108,0.52176,0.33318,0.82869,0.60874,0.65804,0.67048,0.32769,1.76529,0.91257,1.42197,0.00023525,0.00023525,0.00023525
43,910.111,0.52208,0.32912,0.82373,0.64453,0.69106,0.70686,0.33398,1.71947,0.8966,1.40324,0.0002105,0.0002105,0.0002105
44,929.335,0.51794,0.32484,0.82337,0.69367,0.67975,0.71755,0.34054,1.71685,0.91868,1.39388,0.00018575,0.00018575,0.00018575
45,948.512,0.51585,0.3188,0.82311,0.77735,0.62756,0.724,0.35815,1.68081,0.88691,1.36053,0.000161,0.000161,0.000161
46,967.045,0.5162,0.31812,0.82162,0.69278,0.63325,0.70679,0.3423,1.70471,0.91825,1.38307,0.00013625,0.00013625,0.00013625
47,984.769,0.51175,0.31139,0.82099,0.70225,0.62662,0.70103,0.33834,1.72925,0.91636,1.39857,0.0001115,0.0001115,0.0001115
48,1002.62,0.50538,0.30856,0.82166,0.72642,0.59329,0.6973,0.33683,1.74663,0.92246,1.40861,8.675e-05,8.675e-05,8.675e-05
49,1020.33,0.50326,0.3061,0.82145,0.74739,0.60121,0.71067,0.34285,1.73726,0.90528,1.39896,6.2e-05,6.2e-05,6.2e-05
50,1038.67,0.50203,0.30556,0.82218,0.74026,0.62186,0.7123,0.35388,1.72617,0.90001,1.39199,3.725e-05,3.725e-05,3.725e-05
