epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
45,221.762,0.6523,1.27889,0.92575,0.69559,0.8,0.995,0.796,1.00475,3.13151,0.97182,0.000558073,0.000558073,0.000558073
46,226.951,0.72265,1.23287,0.91947,0.90511,0.4,0.995,0.7761,1.01833,3.03165,0.96385,0.000560605,0.000560605,0.000560605
47,232.08,0.73255,1.08428,0.94466,0.90511,0.4,0.995,0.7761,1.01833,3.03165,0.96385,0.000562697,0.000562697,0.000562697
48,237.232,0.67378,1.10531,0.93679,0.86874,0.4,0.995,0.7363,1.07549,2.78819,0.98035,0.000564349,0.000564349,0.000564349
49,242.276,0.70261,1.102,0.92102,0.86874,0.4,0.995,0.7363,1.07549,2.78819,0.98035,0.000565561,0.000565561,0.000565561
50,247.383,0.6602,1.16533,0.89707,0.76433,0.8,0.995,0.7562,1.05496,2.74226,1.01713,0.000566333,0.000566333,0.000566333
51,252.574,0.64908,1.08007,0.89067,0.76433,0.8,0.995,0.7562,1.05496,2.74226,1.01713,0.000561055,0.000561055,0.000561055
52,257.693,0.73487,1.1076,0.93409,0.73441,0.8,0.995,0.71665,0.99606,2.68455,1.0393,0.000550056,0.000550056,0.000550056
53,262.811,0.65566,1.2072,0.96561,0.73441,0.8,0.995,0.71665,0.99606,2.68455,1.0393,0.000539057,0.000539057,0.000539057
54,267.82,0.64286,1.16883,0.95372,0.82008,0.8,0.995,0.69982,0.96914,2.61087,1.04985,0.000528058,0.000528058,0.000528058
55,272.749,0.65164,1.1986,0.94133,0.82008,0.8,0.995,0.69982,0.96914,2.61087,1.04985,0.000517059,0.000517059,0.000517059
56,277.882,0.62023,1.11344,0.90357,0.74766,0.8,0.995,0.72386,0.97569,2.63697,1.02975,0.00050606,0.00050606,0.00050606
57,282.89,0.65601,1.1043,0.87873,0.74766,0.8,0.995,0.72386,0.97569,2.63697,1.02975,0.000495062,0.000495062,0.000495062
58,287.934,0.62474,1.07876,0.92841,0.66024,1,0.995,0.74293,0.90636,2.43307,0.95342,0.000484063,0.000484063,0.000484063
59,292.965,0.65592,1.13069,0.90166,0.66024,1,0.995,0.74293,0.90636,2.43307,0.95342,0.000473064,0.000473064,0.000473064
60,297.92,0.65771,1.1098,0.95802,0.69253,1,0.995,0.8358,0.87866,2.18291,0.93467,0.000462065,0.000462065,0.000462065
61,302.635,0.65018,1.12488,0.92537,0.69253,1,0.995,0.8358,0.87866,2.18291,0.93467,0.000451066,0.000451066,0.000451066
62,307.414,0.64076,1.18918,0.9425,0.6542,1,0.995,0.8159,0.8972,1.97835,0.94729,0.000440067,0.000440067,0.000440067
63,312.58,0.63096,1.25884,0.91645,0.6542,1,0.995,0.8159,0.8972,1.97835,0.94729,0.000429068,0.000429068,0.000429068
64,317.826,0.64635,1.0236,0.95827,0.6059,1,0.995,0.796,0.95913,1.93364,0.99862,0.000418069,0.000418069,0.000418069
65,322.829,0.62416,1.08028,0.88485,0.6059,1,0.995,0.796,0.95913,1.93364,0.99862,0.00040707,0.00040707,0.00040707
66,327.887,0.59314,1.08634,0.91949,0.6839,1,0.995,0.796,0.9663,1.77701,0.97644,0.000396071,0.000396071,0.000396071
67,332.984,0.5821,1.05867,0.89333,0.6839,1,0.995,0.796,0.9663,1.77701,0.97644,0.000385073,0.000385073,0.000385073
68,338.028,0.6428,1.14669,0.91157,0.79305,1,0.995,0.796,0.95542,1.6332,0.93376,0.000374074,0.000374074,0.000374074
69,343.114,0.64249,1.13727,0.90098,0.79305,1,0.995,0.796,0.95542,1.6332,0.93376,0.000363075,0.000363075,0.000363075
70,348.321,0.65629,1.08181,0.91231,0.88993,1,0.995,0.8159,0.93691,1.60422,0.89975,0.000352076,0.000352076,0.000352076
71,353.263,0.64903,1.09837,0.89971,0.88993,1,0.995,0.8159,0.93691,1.60422,0.89975,0.000341077,0.000341077,0.000341077
72,358.375,0.58543,0.99243,0.9155,0.80933,1,0.995,0.8159,0.95206,1.61499,0.89822,0.000330078,0.000330078,0.000330078
73,363.458,0.52502,0.93749,0.90693,0.80933,1,0.995,0.8159,0.95206,1.61499,0.89822,0.000319079,0.000319079,0.000319079
74,368.559,0.5773,0.90988,0.88111,0.76792,1,0.995,0.796,0.9906,1.66258,0.91849,0.00030808,0.00030808,0.00030808
75,373.676,0.5678,0.96748,0.88934,0.76792,1,0.995,0.796,0.9906,1.66258,0.91849,0.000297081,0.000297081,0.000297081
76,378.944,0.58146,0.93683,0.92418,0.78815,1,0.995,0.796,1.0033,1.64675,0.92687,0.000286083,0.000286083,0.000286083
77,383.921,0.72623,1.31009,0.96677,0.78815,1,0.995,0.796,1.0033,1.64675,0.92687,0.000275084,0.000275084,0.000275084
78,389.03,0.58029,1.01292,0.88444,0.81866,1,0.995,0.796,0.96248,1.53639,0.89547,0.000264085,0.000264085,0.000264085
79,393.937,0.48566,0.91083,0.85032,0.81866,1,0.995,0.796,0.96248,1.53639,0.89547,0.000253086,0.000253086,0.000253086
80,398.976,0.53423,1.00561,0.90107,0.84843,1,0.995,0.796,0.92315,1.42083,0.85875,0.000242087,0.000242087,0.000242087
81,403.987,0.50345,0.86787,0.87503,0.84843,1,0.995,0.796,0.92315,1.42083,0.85875,0.000231088,0.000231088,0.000231088
82,408.972,0.56213,1.01003,0.88358,0.87285,1,0.995,0.796,0.90377,1.35338,0.84438,0.000220089,0.000220089,0.000220089
83,413.627,0.53684,0.87751,0.89476,0.87285,1,0.995,0.796,0.90377,1.35338,0.84438,0.00020909,0.00020909,0.00020909
84,418.436,0.47489,0.87083,0.8729,0.89991,1,0.995,0.8159,0.90199,1.30876,0.83801,0.000198091,0.000198091,0.000198091
85,423.171,0.5793,1.22821,0.93966,0.89991,1,0.995,0.8159,0.90199,1.30876,0.83801,0.000187092,0.000187092,0.000187092
86,427.887,0.49185,0.98964,0.84353,0.9227,1,0.995,0.8159,0.91163,1.25126,0.84143,0.000176094,0.000176094,0.000176094
87,432.557,0.50714,1.06806,0.91152,0.9227,1,0.995,0.8159,0.91163,1.25126,0.84143,0.000165095,0.000165095,0.000165095
88,437.572,0.48988,0.97255,0.89824,0.9376,1,0.995,0.8557,0.92169,1.22892,0.85057,0.000154096,0.000154096,0.000154096
89,442.294,0.53186,1.02483,0.88717,0.9376,1,0.995,0.8557,0.92169,1.22892,0.85057,0.000143097,0.000143097,0.000143097
90,447.321,0.47783,0.99206,0.85146,0.95089,1,0.995,0.8159,0.92528,1.22981,0.85844,0.000132098,0.000132098,0.000132098
91,452.363,0.42449,1.21695,0.84161,0.95089,1,0.995,0.8159,0.92528,1.22981,0.85844,0.000121099,0.000121099,0.000121099
92,457.362,0.52185,1.31404,0.89682,0.95539,1,0.995,0.8159,0.92635,1.23304,0.85515,0.0001101,0.0001101,0.0001101
93,462.467,0.51245,1.29541,0.83982,0.95539,1,0.995,0.8159,0.92635,1.23304,0.85515,9.91012e-05,9.91012e-05,9.91012e-05
94,467.388,0.45836,1.41652,0.78224,0.95532,1,0.995,0.8159,0.92613,1.23448,0.84586,8.81023e-05,8.81023e-05,8.81023e-05
95,472.34,0.48062,1.31952,0.82418,0.95532,1,0.995,0.8159,0.92613,1.23448,0.84586,7.71034e-05,7.71034e-05,7.71034e-05
96,477.373,0.49793,1.33666,0.88297,0.95548,1,0.995,0.8159,0.92866,1.23752,0.84964,6.61045e-05,6.61045e-05,6.61045e-05
97,482.33,0.50914,1.33061,0.84776,0.95548,1,0.995,0.8159,0.92866,1.23752,0.84964,5.51056e-05,5.51056e-05,5.51056e-05
98,487.5,0.46895,1.34367,0.82774,0.95337,1,0.995,0.8159,0.91771,1.24063,0.84275,4.41067e-05,4.41067e-05,4.41067e-05
99,492.564,0.44372,1.22084,0.84978,0.95337,1,0.995,0.8159,0.91771,1.24063,0.84275,3.31078e-05,3.31078e-05,3.31078e-05
100,497.698,0.49948,1.30828,0.85408,0.95595,1,0.995,0.8358,0.91894,1.24718,0.84515,2.21089e-05,2.21089e-05,2.21089e-05
