epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
78,3359.44,0.42991,0.27106,0.81111,0.79189,0.67027,0.75627,0.38216,1.6165,0.84969,1.36651,0.000297125,0.000297125,0.000297125
79,3454.12,0.42479,0.26656,0.81087,0.82013,0.67191,0.77137,0.38439,1.65232,0.88551,1.39196,0.00028475,0.00028475,0.00028475
80,3542.62,0.42604,0.26619,0.81165,0.81761,0.63635,0.74136,0.37423,1.64938,0.88661,1.38065,0.000272375,0.000272375,0.000272375
81,3639.21,0.42311,0.26725,0.80941,0.83747,0.64652,0.76332,0.39293,1.64825,0.87235,1.39951,0.00026,0.00026,0.00026
82,3741.42,0.42369,0.26399,0.81115,0.8254,0.68182,0.76579,0.37885,1.61926,0.84542,1.38485,0.000247625,0.000247625,0.000247625
83,3837.86,0.42262,0.26436,0.80918,0.76435,0.68701,0.74573,0.3656,1.6314,0.8655,1.37916,0.00023525,0.00023525,0.00023525
84,3946.6,0.42264,0.26428,0.80988,0.81729,0.7152,0.76976,0.39021,1.63101,0.82848,1.38367,0.000222875,0.000222875,0.000222875
85,4038.36,0.42086,0.26157,0.80967,0.77986,0.68131,0.76392,0.37998,1.6515,0.83851,1.40411,0.0002105,0.0002105,0.0002105
86,4125.54,0.41813,0.25763,0.80704,0.83582,0.66861,0.77801,0.3965,1.6187,0.83982,1.38208,0.000198125,0.000198125,0.000198125
87,4232.23,0.42029,0.2569,0.8074,0.76962,0.69802,0.76171,0.37748,1.65994,0.84752,1.41029,0.00018575,0.00018575,0.00018575
88,4335.38,0.41109,0.25584,0.8086,0.74536,0.68066,0.74636,0.37008,1.64205,0.89238,1.38058,0.000173375,0.000173375,0.000173375
89,4448.88,0.40996,0.25236,0.80696,0.82631,0.67595,0.76531,0.38305,1.62438,0.83718,1.38456,0.000161,0.000161,0.000161
90,4557.95,0.41568,0.2545,0.80844,0.79458,0.66678,0.75263,0.39104,1.61608,0.8527,1.37857,0.000148625,0.000148625,0.000148625
91,4815.73,0.39211,0.23394,0.79594,0.82662,0.62611,0.73197,0.37384,1.64155,0.8747,1.4002,0.00013625,0.00013625,0.00013625
92,5086.58,0.39346,0.23216,0.79733,0.77008,0.66365,0.74157,0.37381,1.64408,0.87067,1.39053,0.000123875,0.000123875,0.000123875
93,5367.64,0.38784,0.22804,0.79586,0.76916,0.67075,0.74491,0.38463,1.62964,0.89781,1.3821,0.0001115,0.0001115,0.0001115
94,5643.69,0.38528,0.22527,0.79568,0.78515,0.62856,0.7388,0.37599,1.62718,0.87207,1.3836,9.9125e-05,9.9125e-05,9.9125e-05
95,5946.72,0.38215,0.22476,0.797,0.90691,0.61072,0.75419,0.39698,1.62183,0.86619,1.38946,8.675e-05,8.675e-05,8.675e-05
96,6237.29,0.38424,0.22232,0.79664,0.75469,0.65643,0.74315,0.38798,1.64759,0.88049,1.40402,7.4375e-05,7.4375e-05,7.4375e-05
97,6553.8,0.38174,0.22053,0.79389,0.80038,0.66481,0.7516,0.38597,1.64253,0.88675,1.40268,6.2e-05,6.2e-05,6.2e-05
98,7264.77,0.37923,0.21815,0.79316,0.76743,0.70137,0.76683,0.39681,1.62333,0.88905,1.38506,4.9625e-05,4.9625e-05,4.9625e-05
99,7303.31,0.37548,0.21821,0.79264,0.77151,0.70669,0.76718,0.39785,1.61773,0.88264,1.38499,3.725e-05,3.725e-05,3.725e-05
100,7336.99,0.3762,0.21641,0.79311,0.7527,0.70628,0.76734,0.39708,1.61839,0.88058,1.38633,2.4875e-05,2.4875e-05,2.4875e-05
