epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
44,149.412,0.68615,0.42468,0.9452,0.98266,0.9964,0.995,0.75312,0.86027,0.35044,0.93301,0.000717875,0.000717875,0.000717875
45,153.386,0.64609,0.39842,0.92589,0.97876,0.97965,0.995,0.74592,0.86341,0.36932,0.92845,0.0007055,0.0007055,0.0007055
46,157.05,0.66513,0.3954,0.93514,0.92653,0.94925,0.97789,0.71728,0.97832,0.54058,0.96676,0.000693125,0.000693125,0.000693125
47,161.102,0.66009,0.43384,0.94703,0.89064,0.97162,0.98586,0.74161,0.89614,0.49848,0.94144,0.00068075,0.00068075,0.00068075
48,164.899,0.66675,0.37985,0.96227,0.93596,0.95811,0.9945,0.74932,0.86852,0.43027,0.93028,0.000668375,0.000668375,0.000668375
49,168.92,0.65032,0.36348,0.93418,0.98512,0.9896,0.995,0.76312,0.87563,0.36053,0.92682,0.000656,0.000656,0.000656
50,172.804,0.65153,0.37714,0.91886,0.95457,0.99371,0.995,0.77128,0.85372,0.37775,0.92611,0.000643625,0.000643625,0.000643625
51,176.814,0.64694,0.37193,0.93633,0.94803,0.99206,0.995,0.75476,0.92817,0.38531,0.94744,0.00063125,0.00063125,0.00063125
52,180.715,0.67397,0.37672,0.954,0.94704,0.99295,0.995,0.74393,0.87016,0.36075,0.94049,0.000618875,0.000618875,0.000618875
53,184.514,0.61787,0.37989,0.93114,0.98462,0.9918,0.99468,0.74447,0.91015,0.38405,0.95673,0.0006065,0.0006065,0.0006065
54,187.924,0.6507,0.40955,0.94803,0.93573,0.98471,0.99423,0.73162,0.97754,0.4457,0.9727,0.000594125,0.000594125,0.000594125
55,191.15,0.64032,0.35921,0.94284,0.98603,0.99116,0.99331,0.74802,0.92029,0.42619,0.96062,0.00058175,0.00058175,0.00058175
56,194.342,0.62495,0.34737,0.9343,0.97903,0.98701,0.9946,0.75696,0.94991,0.37831,0.96036,0.000569375,0.000569375,0.000569375
57,197.588,0.64622,0.35077,0.92937,0.98877,0.99757,0.995,0.74969,0.94427,0.34249,0.95933,0.000557,0.000557,0.000557
58,201.166,0.60885,0.33311,0.91923,0.96318,0.9948,0.995,0.73755,1.03796,0.38134,0.99932,0.000544625,0.000544625,0.000544625
59,205.074,0.62917,0.3386,0.92619,0.97366,0.94639,0.98667,0.74016,0.98189,0.36476,0.97522,0.00053225,0.00053225,0.00053225
60,208.597,0.6323,0.36169,0.94633,0.95847,0.94576,0.98655,0.73698,1.04497,0.39541,1.01217,0.000519875,0.000519875,0.000519875
61,212.304,0.59762,0.33245,0.92902,0.95267,0.98853,0.995,0.75143,0.96602,0.37604,0.97704,0.0005075,0.0005075,0.0005075
62,215.761,0.59635,0.32323,0.91527,0.96598,0.97498,0.99476,0.74786,0.93882,0.38631,0.96582,0.000495125,0.000495125,0.000495125
63,219.123,0.60754,0.33401,0.91548,0.9857,0.973,0.99476,0.76543,0.88866,0.38194,0.95055,0.00048275,0.00048275,0.00048275
64,222.56,0.60344,0.33255,0.93307,0.97309,0.98869,0.99468,0.76482,0.9427,0.38943,0.97191,0.000470375,0.000470375,0.000470375
65,226.161,0.58721,0.32904,0.93715,0.96346,0.99124,0.99481,0.75371,0.89559,0.35533,0.95056,0.000458,0.000458,0.000458
66,230.091,0.59172,0.32172,0.91533,0.98297,0.97278,0.995,0.74465,0.94451,0.351,0.9621,0.000445625,0.000445625,0.000445625
67,233.742,0.58184,0.30869,0.92304,0.92146,1,0.98667,0.74999,0.89793,0.35343,0.94532,0.00043325,0.00043325,0.00043325
68,237.568,0.57602,0.31757,0.90223,0.95053,0.9933,0.995,0.74537,0.96441,0.34571,0.97166,0.000420875,0.000420875,0.000420875
69,241.732,0.57212,0.31593,0.91,0.96216,0.99482,0.995,0.75607,0.9473,0.34568,0.96922,0.0004085,0.0004085,0.0004085
70,245.57,0.5403,0.29959,0.91189,0.95704,0.99534,0.995,0.73824,0.94724,0.35451,0.97919,0.000396125,0.000396125,0.000396125
71,249.613,0.55684,0.30632,0.90534,0.95683,0.99543,0.995,0.7333,0.9846,0.3617,0.9951,0.00038375,0.00038375,0.00038375
72,253.343,0.56717,0.30642,0.91172,0.95751,0.99913,0.995,0.74768,0.96245,0.34624,0.97582,0.000371375,0.000371375,0.000371375
73,256.794,0.56102,0.30187,0.91393,0.97916,0.99848,0.995,0.7518,0.954,0.34689,0.97183,0.000359,0.000359,0.000359
74,260.277,0.57978,0.32022,0.90878,0.98039,0.99825,0.995,0.75304,0.9404,0.34117,0.96781,0.000346625,0.000346625,0.000346625
75,264.473,0.53487,0.30939,0.89718,0.98631,0.9959,0.99492,0.74723,0.954,0.35375,0.97599,0.00033425,0.00033425,0.00033425
76,268.648,0.53235,0.28672,0.90771,0.98856,0.99639,0.995,0.7369,0.95154,0.34534,0.97186,0.000321875,0.000321875,0.000321875
77,272.887,0.5389,0.30148,0.89843,0.98362,0.9968,0.995,0.7384,0.96724,0.34001,0.97167,0.0003095,0.0003095,0.0003095
78,276.883,0.50819,0.28731,0.89295,0.98763,0.99721,0.995,0.73732,1.00581,0.3512,0.99213,0.000297125,0.000297125,0.000297125
79,280.883,0.50858,0.27866,0.89029,0.98019,0.99652,0.995,0.75871,0.93295,0.33797,0.96321,0.00028475,0.00028475,0.00028475
80,285.054,0.54685,0.29366,0.90081,0.98056,0.99613,0.995,0.73492,0.95572,0.33727,0.96224,0.000272375,0.000272375,0.000272375
81,289.108,0.53121,0.29168,0.90732,0.98569,0.99627,0.995,0.74016,0.94285,0.33388,0.95627,0.00026,0.00026,0.00026
82,293.255,0.5042,0.27133,0.88421,0.98374,0.99641,0.995,0.74877,0.96484,0.34163,0.96755,0.000247625,0.000247625,0.000247625
83,297.106,0.51059,0.28285,0.8895,0.97741,0.99442,0.995,0.75563,0.96644,0.35594,0.97095,0.00023525,0.00023525,0.00023525
84,300.592,0.51901,0.28717,0.90163,0.96231,0.99187,0.99453,0.75903,0.91774,0.36859,0.95527,0.000222875,0.000222875,0.000222875
85,304.138,0.51326,0.31595,0.89817,0.96949,0.99221,0.99453,0.75148,0.92637,0.36055,0.95599,0.0002105,0.0002105,0.0002105
86,307.443,0.51737,0.27395,0.89628,0.98861,0.99295,0.99496,0.73742,0.93406,0.3472,0.96832,0.000198125,0.000198125,0.000198125
87,310.74,0.50454,0.27686,0.89046,0.98884,0.99252,0.995,0.74717,0.93645,0.34073,0.97078,0.00018575,0.00018575,0.00018575
88,314.192,0.50393,0.27332,0.90032,0.98797,0.99253,0.995,0.73744,0.92639,0.33069,0.96975,0.000173375,0.000173375,0.000173375
89,317.681,0.50075,0.26471,0.89275,0.98894,0.99261,0.995,0.73388,0.91564,0.33248,0.96813,0.000161,0.000161,0.000161
90,321.055,0.47273,0.26491,0.87827,0.99121,0.99306,0.995,0.75061,0.9181,0.33033,0.9607,0.000148625,0.000148625,0.000148625
91,348.555,0.46142,0.24982,0.85602,0.99167,1,0.995,0.75856,0.95651,0.326,0.97751,0.00013625,0.00013625,0.00013625
92,352.216,0.4463,0.22715,0.85252,0.9923,1,0.995,0.75152,0.96007,0.32584,0.98213,0.000123875,0.000123875,0.000123875
93,355.587,0.41832,0.22002,0.83343,0.98718,1,0.99496,0.7461,0.96719,0.33267,0.98398,0.0001115,0.0001115,0.0001115
94,359.111,0.42239,0.22043,0.84714,0.98683,1,0.995,0.73737,1.00663,0.34752,1.00336,9.9125e-05,9.9125e-05,9.9125e-05
95,362.438,0.43066,0.22245,0.85384,0.98775,1,0.995,0.73153,0.98546,0.33784,0.99956,8.675e-05,8.675e-05,8.675e-05
96,365.977,0.42252,0.21604,0.83782,0.98719,1,0.995,0.73416,0.96994,0.33172,0.99544,7.4375e-05,7.4375e-05,7.4375e-05
97,369.364,0.39875,0.215,0.83881,0.98906,0.99954,0.99496,0.73332,0.96207,0.33207,0.99218,6.2e-05,6.2e-05,6.2e-05
98,373.046,0.40124,0.22884,0.83913,0.98882,1,0.99496,0.73882,0.96662,0.3314,0.99602,4.9625e-05,4.9625e-05,4.9625e-05
99,376.4,0.40258,0.20841,0.83392,0.98866,0.99816,0.99496,0.72941,0.96964,0.33482,0.99681,3.725e-05,3.725e-05,3.725e-05
100,379.745,0.39093,0.21063,0.83682,0.98885,0.99651,0.99496,0.73724,0.96682,0.33475,0.99482,2.4875e-05,2.4875e-05,2.4875e-05
